,review_body,stars,language,translated_review
772,"Han enviado la figura equivocada de Star Lord, yo pedí la de Marvel Legends y me envían la figura de Star Lord de 30 cm con música... que no me interesa. Procedo a la devolución y al reembolso del dinero.",1,es,"They have sent the wrong figure of Star Lord, I asked for Marvel Legends and send me the 30 cm Star Lord figure with music ... that I am not interested.I proceed to the return and reimbursement of the money."
773,De momento funciona y Los Gatos rascan menos en el sofá. Pero quedan espacios libres y los buscan.,4,es,At the moment it works and the cats scratch less on the couch.But free spaces remain and look for them.
774,"Después de un mes y medio, ha dejado de tener succión, se ha caído y el espejo se ha roto completamente. El período de devolución ha terminado. Por lo que ahora es imposible reemplazarlo",1,es,"After a month and a half, it has stopped having suction, it has fallen and the mirror has completely broken.The return period is over.So it is now impossible to replace it"
775,"Es demasiado pequeño, no se adapta bien. Se mueve y sale. En la fotografía de publicidad se ve más grande",2,es,"It is too small, it does not adapt well.It moves and leaves.In advertising photography it looks bigger"
776,"El producto es fantástico pero los transportistas que están contratando Amazon últimamente es lo peor de lo peor ,hacen lo que les sale de las narices.Si no está en casa intentan dejarte el paquete en un bar o a un vecino dejándote una nota en el buzón y si no como en mi caso me tiraron el paquete por la valla de casa estando dos días allí en el suelo dándole el sol he incluso lloviendo .",4,es,"The product is fantastic but the carriers who are hiring Amazon lately is the worst of the worst, they do what comes out of their noses. If they are not at home they try to leave you the package in a bar or a neighbor leaving you a note in the mailbox andIf not, as in my case, the package for the house fence was thrown out of two days on the floor, I have even raining the sun."
777,"Es lo que buscaba. Una libreta poco pesada, estéticamente bonita, grosor de páginas adecuado.",4,es,"It is what I was looking for.A little heavy, aesthetically beautiful notebook, adequate pages thickness."
778,"Muy descontento, ha perdido todo el color y el brillo en apenas un mes.",2,es,"Very unhappy, he has lost all the color and brightness in just one month."
779,"La tablet es bastante completa en aprendizaje para esa edad, aunque la voz de la persona que habla es un poquito seca y no es alegre, por lo demás bien, pequeña y manejable",3,es,"The tablet is quite complete in learning for that age, although the voice of the person who speaks is a little dry and is not cheerful, otherwise well, small and manageable"
780,"Por el precio que tiene es de buena calidad, pero no encajan los útiles útil del cigüeñal, tuve que cortarlo y repasarlo para poder calar el cigüeñal, al menos para motor 2.0 tdi 170 cv",2,es,"For the price it is of good quality, but they do not fit the useful users of the crankshaft, I had to cut it and review it to be able to hear the crankshaft, at least for 2.0 TDI 170 hp."
781,Lo he usado para lijar un suelo de madera de pino. Me ha funcionado muy bien.,5,es,I have used it to sand a pine wood.It worked very well.
782,Huele bien pero me esperaba otra intensidad La casa no huele casi nada,3,es,"It smells good but I was waiting for another intensity, the house smells almost nothing"
783,"Muy bueno, 3 potencias: aire frío, templado y caliente fuerte. Para ser tan pequeño tiene bastante fuerza.",5,es,"Very good, 3 powers: cold, tempered and strong hot air.To be so small it has enough strength."
784,Fácil manejo y rápida,4,es,Easy handling and fast
785,Buena calidad de funda.,5,es,Good cover quality.
786,"La verdad la pedi por que parecia más fuerte. La unión entre las dos tapas no creo que vaya a durar mucho,",3,es,"The truth was that it seemed stronger.The union between the two tapas I do not think it will last long,"
787,Rapidez de entrega material tal como aparece,5,es,Speed ​​of material delivery as it appears
788,Fallo mío por no leer que ponía que era rígida. No creo que pueda usarla porque me hace daño al no ser flexible...una pena. Tengo otra igual que sí es flexible y está genial.,1,es,My failure for not reading that he put was rigid.I don't think I can use it because it hurts me not being flexible ... a shame.I have another like it is flexible and great.
789,Mi gata se lo saca .. el cierre del cuello no es fuerte .,2,es,My cat takes it out .. The closure of the neck is not strong.
790,"Lo he usado en dos ocasiones: una fiesta y una comida familiar. En ambos casos las personas se han cansado rápido ya que son retos muy sencillos. Al repetirlo una segunda vez, además, es muy evidente. Esperaba mayor diversión. Puede que dependa del grupo que lo use, pero recomendaría que fuera con un grupo grande de personas, y que puede ser interesante si hay niños/as o jóvenes en el grupo. Pero como digo, es sencillito.",2,es,"I have used it twice: a party and a family meal.In both cases people have tired quickly since they are very simple challenges.When repeating it a second time, in addition, it is very evident.I expected greater fun.It may depend on the group that uses it, but I would recommend that it be with a large group of people, and that it can be interesting if there are children or young people in the group.But as I say, it's simple."
791,Son altas y se dan de si. Hay que coger por lo menos una talla menos de lo habitual Son comodas y de tejido suave,3,es,They are high and give themselves.You have to take at least one size less than usual are comfortable and soft tissue
792,"Lo compré, venía con un poco de carga y lo usé sin problemas. En cuanto se acabó la carga, lo quise poner a cargar y entonces la clavija de carga se metió para dentro y ya no lo he podido usar más. No tiene garantía y tengo que tirarlo porque me cuesta más arreglarlo que lo que me costó",1,es,"I bought it, I came with a little load and used it without problems.As soon as the load ended, I wanted to put it to load and then the cargo plug got inside and I have not been able to use it anymore.It has no guarantee and I have to throw it because it costs me more to fix it than what it cost me"
793,"Muy buen producto, no es de tanta calidad como el de casa, pero encaja a la perfección. Cierre perfecto para evitar que alguien te robe gasoil, viene con dos llaves.",4,es,"Very good product, it is not as quality as home, but fits perfectly.Perfect closure to prevent someone from stealing from you, comes with two keys."
794,"he comprado este kit de pulido para pulir los focos de mi coche, ya que con una pulidora normal quedaba muy grande y se hacia mal. Este kit es del tamaño justo para trabajos delicados y con un simple taladro se hace muy bien. Me gusta y volvería a comprarlo.",5,es,"I bought this polishing kit to polish the spotlights of my car, since with a normal polisher it was very large and did badly.This kit is fair size for delicate work and with a simple drill is done very well.I like it and I would buy it again."
795,Genial y de muy buena calidad,5,es,Great and very good quality
796,Lo bueno es que es opaco 100%. Lo malo es que es complicado de instalar por la poca adhesión que tiene al principio,2,es,The good thing is that it is opaque 100%.The bad thing is that it is complicated to install due to the little adhesion it has at the beginning
797,Es un producto que está bien si no fuera porque la parte negra de goma se desprendiera con el uso,2,es,It is a product that is fine if it were not because the black part of rubber detached with the use
798,"En cuestion el reloj esta bien lo que no encuentro nada bien es la forma de cargarlo. No me ha durado ni un mes. Lo de estar sacando la correa cada vez que hay que cargar la bateria deteriora el cargador y al final se rompe. Y luego el programa para el mobil se desconecta mucho del reloj y da lecturas falsas. Por bonito es, pero no es practico para nada. Me he llevado una gran desilusion.",2,es,"In question, the clock is fine what I find nothing well is the way of loading it.He has not lasted for a month.Being taking the strap every time you have to load the battery deteriorates the charger and in the end it breaks.And then the Mobil program is very disconnected from the clock and gives false readings.As nice it is, but it is not practical at all.I have taken a great disappointment."
799,Falta de instrucciones en castellano o en inglés leible,3,es,Lack of instructions in Spanish or in English Leible
800,"Un juego de pinceles de buena calidad, el conjunto lleva 38 pinceles, recomendables para iniciación.",4,es,"A game of good quality brushes, the set has 38 brushes, recommended for initiation."
801,"Se ajusta bien y huele super mal a toxico, el olor te lo deja en la mano y no se va",3,es,"It fits well and smells super bad to toxic, the smell leaves you in your hand and it does not go"
802,Me han llegado sin la diadema con el halo Y son pequeñas,2,es,They have arrived without the headband with the halo and they are small
803,La lámpara funciona con una pila incluida y enrosca perfectamente en la casa de Silvania Family. Las cortinas la único que le falla esque se despegan con facilidad.,4,es,The lamp works with a pile included and curl perfectly in Silvania Family's house.The curtains the only one that fails schens are easily taken off.
804,"En general bien, pero mejoraria si la tela fuera mas elastica para facilitar poner y sacar objetos del cinturon",3,es,"In general, but it would improve if the fabric were more elastic to facilitate putting and getting belt objects"
805,"Un ordenador con suficiente potencia para trabajar con él. El único percance que he tenido ha sido con la tarjeta gráfica, no se debe actualizar, si no entra en conflicto con windows 10",5,es,"A computer with enough power to work with him.The only mishap I have had with the graphics card, should not be updated, if you do not conflict with Windows 10"
806,"Me llego a casa en 5 dias,y no me gusto que no tuviera un manual de instrucciones para montar las piezas,por que para un novato es algo complicado,menos mal que tenemos al señor google.. La parte super negativa es que las marchas están mal calibradas y tuve que dejarselo a la tienda de bicis a que me lo arreglasen.... Todo lo demás normalito",2,es,"I get home in 5 days, and I did not like that I did not have an instruction manual to mount the pieces, because for a rookie it is something complicated, thankfully we have Mr. Google .. the super negative part is that the marchesThey are badly calibrated and I had to leave it to the bike store to fix it ... everything else normal"
807,"La entrega estaba prevista entre el 16 y el 22 de diciembre, y siendo 25, todavía no lo he recibido. Fatal.",1,es,"The delivery was scheduled between December 16 and 22, and being 25, I have not yet received it.Fatal."
808,Con el paso de los días terminan por despegarse y luego ya no pegan más.,1,es,With the passing of the days they end up taking off and then no longer stick.
809,"Esperaba algo diferente, me lo aplique al cabello humedo y lo sequé con difusor. Lo cierto es que no me define los rizos, es más no hace nada, aunque si hidrata y deja el pelo suave, pero tambien algo pegajoso. Admito que huele bien, pero no es lo que buscaba.",2,es,"I expected something different, applied it to the wet hair and I diced it with diffuser.The truth is that I do not define the curls, it is more does nothing, although it hydrates and leaves the hair soft, but also something sticky.I admit that it smells good, but it is not what I was looking for."
810,Perfecta. Se ajusta como un guante al móvil. Es robusta y con buen acabado. Deja libre todos los accesos necesarios.,5,es,PerfectIt adjusts as a glove to the mobile.It is robust and with a good finish.Leave all the necessary accesses.
811,"Me gusta: es bonito, cómodo y silencioso. Espero no saber nunca el grado real de protección. No me gusta: carece de segunda pantalla solar.",4,es,"I like it: it's pretty, comfortable and silent.I hope to never know the real degree of protection.I don't like it: it lacks second solar screen."
812,"Quizá porque me ha tocado la china, no sé, pero al mes y pocos días de comprarlo empezó a fallar, se apagaba, el caudal de agua se redujo, hasta que un día ya no se encendió. El caso es que iba perfectamente al principio. Un rollo, nada contentos.",3,es,"Quizá porque me ha tocado la china, no sé, pero al mes y pocos días de comprarlo empezó a fallar, se apagaba, el caudal de agua se redujo, hasta que un día ya no se encendió.The fact is that he was perfectly at the beginning.A roll, nothing happy."
813,la maleta no me a gustado demasiado grande para esa maquina,5,pt,I didn't like the suitcase too big for that machine
814,"De momento es el más resistente que he comprado,todo perfecto",5,es,"At the moment it is the most resistant I have bought, all perfect"
815,"Es un patinete eléctrico que cumple pero su fabricación deja que desear, con un niño de menos de 50 kg se soltó una soldadura inferior que hubo que reparar. Algo ruidoso",3,es,"It is an electric scooter that meets but its manufacture allows you to desire, with a child of less than 50 kg, a lower welding was released that had to be repaired.Something noisy"
816,Cómo e dicho es la mejor cera que e probado nunca y totalmente natural no lleva ni alcohol lo único es que el precio me parece excesivo para Lalo que es dura mucho con un poco basta ojo no fija como una gomina cosa que agradezco así no es mala para el pelo y también fija lo justo volveré a comprarla si fuera más barata mucho mejor,5,es,"How and said is the best wax that ever tested and totally natural does not carry alcohol, the only thing is that the price seems excessive to me that is lasting a lot with a little enough eye does not fix as a jerky thing that I appreciate that way it is not badFor the hair and also fix the right thing I will buy it again if it is cheaper much better"
817,"Compré dos por el precio pues eran muy baratos, pero no tiene ajuste de volumen en los cascos y a los equipos les cuesta identificarlos y conectarse. No los volvería a comprar.",2,es,"I bought two for the price because they were very cheap, but it does not have volume adjustment in the helmets and the equipment has a hard time identifying and connecting them.I wouldn't buy them again."
818,"Las piezas se ven que son de calidad, fácil montar y mi hijo se divierte mucho con éste juego",5,es,"The pieces are seen that they are of quality, easy to ride and my son has a lot of fun with this game"
819,El envoltorio en mal estado. Tardamos en recibirlo 2 meses.,1,es,The wrapping in poor condition.We take 2 months to receive it.
820,tal i como describen,5,ca,as I describe
821,Cubren la pantalla completa y es facil de poner; encuentro que con cualquier golpecito se rompe... pero protege la pantalla que es su servicii,3,es,They cover the full screen and it is easy to put;I find that with any tap it breaks ... but protects the screen that is your service
822,Son demasiados fino pensaba que eran más acolchados para así proteger la mesa del calor de los platos. Los dibujos de la foto no son los que he recibido son otros .,2,es,"They are too fine, I thought they were more padded in order to protect the heat table from the dishes.The pictures of the photo are not the ones I have received are others."
823,"No me gustó, es plastilina y unos motorcitos en unos dispositivos q hay q mantener pulsados para q funcione, con lo q es complicado q funcione dentro del muñeco sin destrozarlo",1,es,"I did not like it, it is plasticine and some motorcites on some devices that have to be kept pressed to work, with what is complicated that it works inside the doll without destroying it"
824,"Es un producto que cumple, la calidad es muy justa con una endeble cremallera.",3,es,"It is a product that meets, the quality is very fair with a zipped weak."
825,"La funda genial, el protector malísimo, no cubre la pantalla entera y es muy fino",3,es,"The great case, the very bad protector, does not cover the entire screen and is very fine"
826,Queda perfecta y muy bonita le da al Mobil un toque bastante bonito sin duda no me arrepiento de la compra,5,es,It is perfect and very pretty gives the mobile a pretty pretty touch without a doubt I do not regret the purchase
827,"No puedo opinar,porque no me ha llegado",1,es,"I can't think, because it hasn't reached me"
828,buen relleno de cojín. Justo lo que yo quería.,4,es,good cushion filling.Just what I wanted.
829,Mantiene durante mucho mas tiempo del esperado el calor de mi café y el sistema para beber directamente es muy comodo.,5,es,It keeps the heat of my coffee for much more time and the system to drink directly is very comfortable.
830,Lámpara muy potente con 3 posiciones. La batería es un poco pesada y a la hora de anclar no da muchas opciones,3,es,Very powerful lamp with 3 positions.The battery is a bit heavy and when anchor does not give many options
831,"Parece que no, pero para los pequeños pasa de ser un juguete a un sistema de localización. No he probado lo del fuego todavía y espero no tener que hacerlo. Por su volumen y comodidad de llevar parece necesario llevarlo.",4,es,"It seems not, but for the little ones it goes from being a toy to a location system.I have not tried the fire yet and I hope to have to do it.Because of its volume and comfort of carrying it seems necessary to carry it."
832,Muchas cosas para una bandeja,2,es,Many things for a tray
833,Buen soldador. Es lo que es. Viene con muchas puntas y he pensado en que podría usarse como pirograbador para madera.,4,es,Good welder.It is what it is.It comes with many tips and I have thought that it could be used as wooden pyrographor.
834,Mala calidad y son minusculos,1,es,Poor quality and they are disagreements
835,"Se cae toda la purpurina, así que dejan todo manchado. No merece la pena comprar este producto.",1,es,"The entire glitter falls, so they leave everything stained.It is not worth buying this product."
836,"Bastante caras de verdad, y dentro de sus botes no se conservan tan bien como imaginaba, pero a su favor diría que llegó a tiempo y perfectamente embalado.",3,es,"Really quite expensive, and within their boats they are not preserved as well as he imagined, but in his favor he would say that he arrived on time and perfectly packed."
837,"Queda muy bonito, en la caja. No se puede sacar de ella porque no lleva pedestal alguno y pierde mucho. Dentro de la caja queda muy bien pero con una buena iluminación, o no te deja apreciar lo bonito de la flor.",3,es,"It is very nice, in the box.You can't get out of it because it has no pedestal and loses much.Inside the box it looks very good but with good lighting, or does not let you appreciate the beautiful of the flower."
838,"Viendo artículos de la misma gama, ha sido muy caro, el resto de artículos iguales a ese no llega a 7€, y calidad para tanto importe tampoco es",2,es,"Seeing articles from the same range, it has been very expensive, the rest of articles equal to that does not reach € 7, and quality for so much amount is not"
839,Yo lo uso para fregar las paredes y genial,3,es,I use it to scrub the walls and great
840,Material muy fuerte muy práctico y muy cómodo tengo uno corto en el coche y luego el de 2 metros me va sobrado desde detrás del sofá para poder mover el móvil mientras está cargando,5,es,Very strong very practical and very comfortable material I have a short one in the car and then the 2 meters is left over from behind the sofa to be able to move my mobile while loading
841,La verdad es que mi hija está comenzando en el mundo de la fotografía y cumple muy bien ese propósito la calidad muy aceptable y el montaje y desmontaje muy intuitivo está muy contenta,4,es,The truth is that my daughter is starting in the world of photography and fulfills that very acceptable quality and very intuitive assembly and disassembly is very happy
842,"Muy chulo, vienen dos peluchitos muy monos ( más pequeños de lo que me esperaba) con olor a chicle, huelen de maravilla. A mejor precio que lo que se encuentra en las jugueterias!",4,es,"Very cool, two very monkeys come (smaller than I expected) with a smell of gum, they smell wonderful.At a better price than what is in toys!"
843,Una semana me ha durado. Y pierdo parte del dinero en la devolución. No lo recomiendo!!,1,es,A week has lasted me.And I lose part of the money in the return.I do not recommend it !!
844,"De momento perfecto, solo llevo 3 días con el pero de momento no le encuentro pegas",5,es,"For the perfect moment, I've only been with him but at the moment I can't find Pegas"
845,"Es muy bonito, pero la primera vez que me lo puse, el tul que lleva haciendo las transparencias se empezo a rasgar, lo he devuelto.",1,es,"It is very nice, but the first time I put it on, the tulle that has been doing the transparencies began to tear, I have returned it."
846,"Sencillo de colocar, ayudaría un poco unas instrucciones escritas pero esta muy bien. Cumple su función y pude reparar la puerta de la lavadora yo misma. Es un repuesto de buena calidad.",4,es,"Simple to place, it would help a little written instructions but it's very good.Fulfill its function and I could repair the door of the washing machine myself.It is a good quality spare."
847,Espero que me dé el mismo resultado que las originales.,5,es,I hope it gives me the same result as the originals.
848,"Muy cómoda para cortar, es grande y puedes cortar varias cosas a la vez. También fácil de guardar con la anilla que trae para colgarla",5,es,"Very comfortable to cut, it is big and you can cut several things at once.Also easy to save with the ring that brings to hang it"
849,"Tienen menos de dos meses, puestas cuatro días y ya están rotas como se puede ver en la foto",1,es,"They have less than two months, put four days and are already broken as can be seen in the photo"
850,"Quita algo la mancha del lagrimal, pero a mi boxer blanca no le funciona",3,es,"Remove something from the tear, but my white boxer does not work"
851,"Calienta mucho para un piso pequeño, me parecía estupenda. Pero a las tres semanas de tenerla se ha fundido una de las barras, con lo cual no la recomiendo.",1,es,"Heat a lot for a small floor, it seemed great.But three weeks after having it, one of the bars has melted, so I do not recommend it."
852,"La almohada no está nada mal y el gel se siente fresquito, pero pienso que para una persona gruesa y que duerme de lado, se queda un poco baja, pero al margen de eso es una buena almohada",4,es,"The pillow is not bad and the gel feels fresh, but I think that for a thick person and sleeps by side, it is a bit low, but apart from that it is a good pillow"
853,"la funda se adapta perfectamente a la tablet. El protector de pantalla fácil de poner, viene con dos toallitas limpiadoras para que no quede ninguan huella en la pantalla antes de ponerla. Fácil manejo del teclado y de conectarlo, sólo activar el bluetooth. La única pega (y por eso no tiene las 5 estrellas) es que el transportista entregó el paquete ¡en el bar de abajo de casa!, ni siquiera avisó por teléfono o email para proponer otro día de entrega. No creo que dependa del vendedor, pero si se da una dirección de entrega, no deberían entregarlo a cualquiera.",4,es,"The cover adapts perfectly to the tablet.The easy -to -put screen protector comes with two cleansing wipes so that they are not left on the screen before putting it.Easy keyboard handling and connecting it, just activate bluetooth.The only paste (and that is why it does not have the 5 stars) is that the carrier delivered the package in the bar below the house!, He did not even warn by phone or email to propose another delivery day.I do not think it depends on the seller, but if there is a delivery address, they should not deliver it to anyone."
854,"Pues muy decepcionado, ya al abrir el paquete comprobé que venían todas las cajas deformadas y bastante sucias, al montarlas recuperaron parte de la forma, pero no hay una que cierre completamente, pensando en devolverlas.",2,es,"Well, very disappointed, already when I opened the package, I checked that all the deformed and quite dirty boxes came, when they settled, they recovered part of the form, but there is not one that closes completely, thinking of returning them."
855,"Es ligera, bonita, tiene buen precio y es adecuada para pequeñas escapadas.",4,es,"It is light, beautiful, it has a good price and is suitable for small getaways."
856,La verdad es que funciona correctamente una vez lo tienes totalmente programado. En mi opinión es bastante caro respecto a otros productos similares pero también estamos hablando de un producto de marca. En cuanto a la programación tienes que mirar el manual más de una vez para configurarlo todo correctamente.,3,es,The truth is that it works correctly once you have it totally scheduled.In my opinion it is quite expensive regarding other similar products but we are also talking about a brand product.As for programming you have to look at the manual more than once to configure everything correctly.
857,"se me estropeó el adaptador y en las tiendas especializadas no me lo podían proporcionar por ser un modelo antiguo. Me aconsejaban que cambiase de impresora pero, como funciona muy bien, me negué a ello y decidí comprarlo online. Por suerte lo encontré en Amazon y todo perfecto.",5,es,"The adapter was spoiled and in the specialized stores they could not provide it for being an old model.They advised me to change the printer but, how it works very well, I refused to do so and decided to buy it online.Luckily I found him on Amazon and everything perfect."
858,"En ninguna parte tiene el sello de plata ni trae ningún distintivo que lo indique, el empaquetado muy chino. No sirve para regalo.",1,es,"Nowhere does the silver seal have or bring any badge that indicates it, the very Chinese packaging.It does not work for a gift."
859,“Yo uso un 37 pero mi pantorrilla no es delgada y la L/xl me queda grande de talon y pie y me suben hasta por encima de la rodilla. Deberia coger la pequeña???,3,es,“I use a 37 but my calf is not thin and the l/xl is large of Talon and foot and they rise to me above the knee.Should I take the little one ???
860,"se ve de buena calidad y quede sorprendido por lo prolongado de la melodía, un muy buen detalle para los seguidores de game of thrones",5,es,"It looks of good quality and is surprised by the prolonged melody, a very good detail for the followers of Game of Thrones"
861,"compré la cámara con la finalidad de grabar mis partidos de padel en directo, pero la calidad de la imagen es mejorable, así como los botones para escoger las opciones, pero no me ha convencido el producto. Lo único es su precio razonable a la calidad",2,es,"I bought the camera with the purpose of recording my live paddle games, but the image quality is improvable, as well as the buttons to choose the options, but the product has not convinced me.The only thing is its reasonable price for quality"
862,"El juguete no responde a lo que anuncian, la serpiente salta cuando la da la gana, ni sensor de movimiento ni gaitas, lo peor de lo peor, sobre todo porque vale una pasta en proporción a lo que es el juguete en sí. No lo aconsejaría a nadie.",2,es,"The toy does not respond to what they announce, the snake jumps when he wins, neither movement sensor nor bagpipes, the worst of the worst, especially because a paste is worth in proportion to what the toy itself is.I would not advise anyone."
863,La batería no duraba,1,es,The battery did not last
864,"El paquete traía el asa de la caja rota, el wifi de la impresora no funciona, la placa del cartucho negro venía manchada, he solicitado un cambio. No puedo opinar como es su funcionamiento",2,es,"The package brought the broken box, the printer wifi does not work, the black cartridge plate came stained, I have requested a change.I can't think like its operation"
865,"La funda cumple perfectamente su misión. Se me ha caido el movil un par de veces al suelo y ningún problema. Las 4 estrellas son porque con el tiempo la funda amarillea y queda un poco feo, pero si no te importa...",4,es,"The cover perfectly fulfills its mission.The mobile has fallen a couple of times to the ground and no problem.The 4 stars are because over time it yellowed it and looks a bit ugly, but you don't care ..."
866,"El carro es resistente y tiene una gran capacidad de almacenaje. Trae un bolsillo interno extra para meter alguna cosa pequeña. La gran falla que le encuentro es que las ruedas traseras no son móviles, lo que hace que el manejo del carro sea incómodo. Tampoco me gusta que los mangos estén hacia la dirección del carro, porque me impide andar cómodamente. Tengo que dar pasos cortos para no darme con el carro. También siento que es bajo (aunque esto me pasa con todos los carros) y no soy una persona alta precisamente. No sé por qué los fabrican tan bajos. La capacidad es mucha y es la razón por la que lo sigo usando. Creo que es un producto mejorable.",3,es,"The car is resistant and has a great storage capacity.Bring an extra internal pocket to put something small.The great failure that I find is that the rear wheels are not mobile, which makes the handling of the car uncomfortable.Nor do I like that the mangoes are towards the direction of the car, because it prevents me from walking comfortably.I have to take short steps not to find the car.I also feel that it is low (although this happens to me with all the cars) and I am not a high person precisely.I don't know why they make them so low.The capacity is a lot and is the reason why I still use it.I think it is an improvable product."
867,"Buena calidad. Muy buena garantía. Los colores muy atractivos. PERO, no sale el agua de los agujeros uniformemente. No funciona muy bien. Es una pena porque me encanta la marca HAPE y mucho más siendo un juguete tan simple.",3,es,"Good quality.Very good guarantee.The very attractive colors.But, the water from the holes does not come out evenly.It doesn't work very well.It is a shame because I love the Hape brand and much more being such a simple toy."
868,Es robusto pero no sirve para la esquina,3,es,It is robust but it does not work for the corner
869,"es fácil de cambiar, pero para quitar los vellos son lento",3,es,"It is easy to change, but to remove the hairs they are slow"
870,"Por ese precio mejor el Phillips sonic En general no merece la pena comprar un cepillo eléctrico que no sea sonic, la sensación de limpieza no es la misma...",3,es,"For that better price, phillips Sonic in general is not worth buying an electric brush that is not Sonic, the feeling of cleaning is not the same ..."
871,"Se supone que es una M y parece una S, no recomendado",2,es,"It is supposed to be a m and it seems a s, not recommended"
872,El tamaño real no es el que se aprecia en las fotos. Demasiado pequeñas.,1,es,The real size is not the one seen in the photos.Too small.
873,"Calidad pésima , mal producto no recomiendo para nada",1,pt,"Lousy quality, bad product I do not recommend at all"
874,No lo he probado en dureza pero en uso normal es bastante lento lo mejor la batería en lo demás un Xiaomi mi5 de hace años los supera en todo menos en batería y para colmo el auricular se oye fatal y en menos de un mes de uso sin mojarse ni caídas espero que me contesten rápido ya que al menos por ahora es una de las peores compras que he echo ya que hablamos de 240 euros no de 60 u 80 euros,2,es,I have not tried it in hardness but in normal use the battery in the rest is quite slow an Xiaomi Mi5 from years ago it exceeds them in everything except in battery and to top itgetting wet or falling I hope you answer quickly since at least for now it is one of the worst purchases that I have made since we talked about 240 euros not 60 or 80 euros
875,"No he recibido el pedido, aun q la aplicación dice q si",1,es,"I have not received the order, even if the application says that if"
876,He usado siempre esta marca de biberones y nunca fallan. Muy buena calidad y rendimiento.,5,es,I have always used this bottle brand and never fail.Very good quality and performance.
877,Todo llegó bien. Es un algodón excelente. Falta una estrella porque esperaré a ver cómo queda pintado. Trae un delantal en negro.,4,es,Everything came well.It is an excellent cotton.A star is missing because I will wait to see how it is painted.Bring a black apron.
878,Sierras para baldosas muy utiles y a un buen precio la verdad que contento. Lo recomiendo por calidad y por el precio,3,es,Sierras for very useful tiles and at a good price the truth that happy.I recommend it for quality and price
879,Un Cassette de una calidad excelente,5,es,An excellent quality cassette
880,"Por lo pronto todo perfecto, no he notado nada raro y el funcionamiento es normal en todos los aspectos.",5,es,"For now, everything perfect, I have not noticed anything weird and the operation is normal in all aspects."
881,"Llego totalmente doblado, he notado que estaba bien el embalaje en mi opinión ya venia defectuoso cuando me lo habéis preparado en el envío no he quedado satisfecha",2,es,"I arrive totally folded, I have noticed that the packaging was fine in my opinion and I was already defective when you have prepared it in the shipment I have not been satisfied"
882,"Bien rápido pero la entrega un poco mal , no estaba en casa y lo an dejado en la puerta apoyado que cualquiera lo podía haber cogido",3,es,"Very fast but I gave it a little bad, I was not at home and left it at the supported door that anyone could have taken it"
883,"La funda es totalmente funcional, pero el cristal no he sido capaz de dejarlo bien, ademas de ser mas pequeño que el original y con ciertos bordes, deja una cámara de aire en todo el contorno produciéndose en los dos intentos ya que este trae dos cristales, en fin también puede ser error mio pero dudo que lo haya cometido dos veces igual.",3,es,"The cover is fully functional, but the glass has not been able to leave it well, in addition to being smaller than the original and with certain edges, leaves an air chamber throughout the contour producing in both attempts since it brings two crystals, finally it can also be my mistake but I doubt that you have committed it twice the same."
884,"He tenido un problemilla con el pedido, pero el equipo de soporte ha sido muy agradable y rápido en solucionarlo. Apenas he utilizado el producto pero me parece todo correcto.",5,es,"I have had a problem with the order, but the support team has been very pleasant and fast to solve it.I have barely used the product but it seems all correct."
885,"Muy buena silla, grande, cómoda y de buena calidad. Muy fácil de montar también. Es justo lo que necesitaba para mi despacho.",5,es,"Very good chair, big, comfortable and of good quality.Very easy to mount too.It is just what I needed for my office."
886,Una bomba para la salud,3,tl,A health bomb
887,"El libro me ha decepcionado, porque esperaba más de él... Creo que las cosas que cuenta son bastante básicas si estás informado sobre el tema de la nutrición sana, no me ha aportado nada nuevo, también me parece repetitivo.",2,es,"The book has disappointed me, because I expected more of him ... I think the things he counts are quite basic if you are informed about the issue of healthy nutrition, he has not given me anything new, it also seems repetitive to me."
888,Muy contenta es igual que en las imágenes,5,es,Very happy is the same as in the images
889,"No hay manera que encienda la caldera, segun leo aqui pone algo de añadir un relé, alguien lo puede explicar bien y para no entendidos? Gracias",3,es,"There is no way to turn on the boiler, according to Leo here puts something to add a relay, can someone explain it well and not understood?Thank you"
890,"Buena calidad precio, vale la pena para los niños! Aparte tiene aplicación, lo cual hace que los mas pequeños aún lo usen con mas ganas. Lo recomiendo",5,es,"Good price, it is worth the children!Apart, it has application, which makes the little ones still use it with more desire.I recommend it"
891,"Tal y como se describe en el artículo, todo bien. Bastante cómodas.",4,es,"As described in the article, all good.Quite comfortable."
892,"Juego en español, envío rápido",4,es,"Spanish game, fast shipping"
893,Buen precio. Se adapta perfectamente aunque el modelo de iPad es antiguo,4,es,Good price.It adapts perfectly although the iPad model is old
894,Llego en mal estado . La textura no era la correcta,1,es,I arrive in poor condition.The texture was not correct
895,"No tiene muy buena sujecion, pero es comodo",3,es,"It does not have very good support, but it is comfortable"
896,Artículo sin instrucciones en español y complicado de regular,2,es,Article without Spanish and complicated instructions to regulate
